id,title,title_he,description,description_he,image_url,start_date,end_date,price,single_supplement_price,max_capacity,spots_left,status,difficulty_level,country_id,guide_id,trip_type_id
296,Discover Albania,פלאי אלבניה,Explore the wonders of Albania. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-09-18,2026-10-11,14470.00,2855.00,15,8,Last Places,1,50,21,9
297,Discover Bosnia and Herzegovina,חוויה של פעם בחיים בבוסניה והרצגובינה,Explore the wonders of Bosnia and Herzegovina. An unforgettable journey awaits.,"גלו את קסמה של היבשת העתיקה: אדריכלות מרהיבה, אמנות מופתית וקולינריה מעודנת.",,2027-01-01,2027-01-13,3000.00,673.72,18,11,Guaranteed,2,114,11,9
298,Discover Armenia,פלאי ארמניה,Explore the wonders of Armenia. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-03-22,2026-04-05,11070.00,2517.35,18,8,Open,2,112,8,9
299,Discover Turkey,טורקיה: טבע ותרבות,Explore the wonders of Turkey. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2027-04-25,2027-05-13,11920.00,2693.32,30,11,Guaranteed,3,57,7,9
300,Discover Kenya,הקסם של קניה,Explore the wonders of Kenya. An unforgettable journey awaits.,"חוויה אפריקאית אמיתית: בין סוואנות אינסופיות, חיות בר מרהיבות ותרבויות שבטיות עתיקות.",,2027-03-24,2027-04-14,13640.00,2085.49,15,6,Guaranteed,1,18,25,9
301,Discover Brazil,הקסם של ברזיל,Explore the wonders of Brazil. An unforgettable journey awaits.,"הרפתקה של פעם בחיים ביבשת הססגונית – טבע פראי, תרבויות מרתקות וערים תוססות.",,2026-06-02,2026-06-18,11500.00,2305.90,25,3,Last Places,3,91,7,9
302,Discover Rwanda,רואנדה – מסע חלומות,Explore the wonders of Rwanda. An unforgettable journey awaits.,"גלו את קסם המדבר האפריקאי, דיונות זהב אינסופיות ושקיעות עוצרות נשימה.",,2026-11-09,2026-12-01,9160.00,1689.33,30,28,Open,2,23,16,9
303,Discover Vietnam,אוצרות וייטנם,Explore the wonders of Vietnam. An unforgettable journey awaits.,"מסע צבעוני בלב המזרח הקסום, בין טרסות אורז, כפרים מסורתיים ונופים עוצרי נשימה.",,2026-02-07,2026-02-17,13710.00,3125.65,15,7,Open,1,4,13,9
304,Discover Canary Islands,גלה את איים הקנריים,Explore the wonders of Canary Islands. An unforgettable journey awaits.,"גלו את קסמה של היבשת העתיקה: אדריכלות מרהיבה, אמנות מופתית וקולינריה מעודנת.",,2027-05-23,2027-06-21,2180.00,430.35,15,5,Open,1,111,25,9
305,Discover Belgium,פלאי בלגיה,Explore the wonders of Belgium. An unforgettable journey awaits.,"גלו את קסמה של היבשת העתיקה: אדריכלות מרהיבה, אמנות מופתית וקולינריה מעודנת.",,2027-03-25,2027-04-10,11400.00,1997.28,20,9,Open,3,115,13,9
306,Discover Cuba,מסע אל מעמקי קובה,Explore the wonders of Cuba. An unforgettable journey awaits.,"מסע אל הטבע הצפון-אמריקאי: בין יערות ירוקים, אגמים צלולים והרים מושלגים.",,2026-10-27,2026-11-21,14160.00,2986.41,18,3,Last Places,2,85,12,9
307,Discover New Zealand,הקסם של ניו זילנד,Explore the wonders of New Zealand. An unforgettable journey awaits.,"גלו את ניו זילנד הקסומה: פיורדים כחולים, הרים מושלגים וגייזרים מפעפעים.",,2027-01-12,2027-02-06,8110.00,1369.26,24,24,Open,1,34,21,9
308,Discover Chile,הקסם של צ'ילה,Explore the wonders of Chile. An unforgettable journey awaits.,טרק מרגש בין פסגות האנדים המושלגות ושרידי תרבות האינקה העתיקה.,,2026-12-14,2027-01-03,8050.00,1416.34,20,12,Last Places,3,93,1,9
309,Discover Chile,צ'ילה: טבע ותרבות,Explore the wonders of Chile. An unforgettable journey awaits.,טרק מרגש בין פסגות האנדים המושלגות ושרידי תרבות האינקה העתיקה.,,2026-05-06,2026-06-01,12940.00,2766.98,20,11,Open,2,93,23,9
310,Discover Malta,גלה את מלטה,Explore the wonders of Malta. An unforgettable journey awaits.,"גלו את קסמה של היבשת העתיקה: אדריכלות מרהיבה, אמנות מופתית וקולינריה מעודנת.",,2027-01-27,2027-02-09,13440.00,3041.36,15,10,Open,1,61,5,9
311,Discover Wales,הקסם של וויילס,Explore the wonders of Wales. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-07-22,2026-08-04,13990.00,2509.88,30,3,Last Places,2,54,11,9
312,Discover Bosnia and Herzegovina,בוסניה והרצגובינה: טבע ותרבות,Explore the wonders of Bosnia and Herzegovina. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2026-09-26,2026-10-04,9810.00,1991.27,20,1,Last Places,1,114,7,9
313,Discover Tanzania,טנזניה המרתקת,Explore the wonders of Tanzania. An unforgettable journey awaits.,"גלו את קסם המדבר האפריקאי, דיונות זהב אינסופיות ושקיעות עוצרות נשימה.",,2027-03-30,2027-04-26,5690.00,1296.72,20,10,Open,1,19,11,9
314,Discover Latvia,לטביה: טבע ותרבות,Explore the wonders of Latvia. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-04-30,2026-05-29,5450.00,1131.57,15,15,Open,1,58,9,9
315,Discover Georgia,גיאורגיה: מסע בלתי נשכח,Explore the wonders of Georgia. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2026-07-28,2026-08-02,2770.00,563.36,25,11,Guaranteed,2,55,16,9
316,Discover Guatemala,חוויה של פעם בחיים בגואטמלה,Explore the wonders of Guatemala. An unforgettable journey awaits.,"גלו את יופי המערב הפראי: קניונים אדומים, נופים אינסופיים ופארקים לאומיים מרהיבים.",,2026-05-20,2026-06-01,9050.00,1639.94,12,6,Open,3,81,24,9
317,Discover Vanuatu,ונואטו המרתקת,Explore the wonders of Vanuatu. An unforgettable journey awaits.,"מסע אל קצה העולם – טבע בראשיתי, נופים דרמטיים ועולם חי נדיר.",,2026-09-03,2026-10-01,12650.00,2651.91,18,13,Open,1,39,10,9
318,Discover Mont Blanc,פלאי מון בלאן,Explore the wonders of Mont Blanc. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-01-22,2026-02-03,6590.00,1467.70,15,6,Open,1,122,13,9
319,Discover Scotland,הקסם של סקוטלנד,Explore the wonders of Scotland. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-12-12,2027-01-11,2760.00,517.55,25,8,Open,3,47,23,9
320,Discover Panama,חוויה של פעם בחיים בפנמה,Explore the wonders of Panama. An unforgettable journey awaits.,"מסע אל הטבע הצפון-אמריקאי: בין יערות ירוקים, אגמים צלולים והרים מושלגים.",,2026-02-06,2026-03-05,4370.00,837.63,20,3,Last Places,3,84,1,9
321,Discover Ecuador,פלאי אקוודור,Explore the wonders of Ecuador. An unforgettable journey awaits.,טרק מרגש בין פסגות האנדים המושלגות ושרידי תרבות האינקה העתיקה.,,2026-01-17,2026-01-31,10610.00,2293.53,25,16,Last Places,3,88,21,9
322,Discover North Korea,סיור מעמיק בצפון קוריאה,Explore the wonders of North Korea. An unforgettable journey awaits.,"מסע צבעוני בלב המזרח הקסום, בין טרסות אורז, כפרים מסורתיים ונופים עוצרי נשימה.",,2026-10-01,2026-10-29,14650.00,2369.98,12,12,Open,1,107,4,9
323,Discover Botswana,סיור מעמיק בבוטסואנה,Explore the wonders of Botswana. An unforgettable journey awaits.,"חוויה אפריקאית אמיתית: בין סוואנות אינסופיות, חיות בר מרהיבות ותרבויות שבטיות עתיקות.",,2027-01-08,2027-01-26,8040.00,1334.94,24,15,Guaranteed,3,26,12,9
324,Discover Japan,מסע אל מעמקי יפן,Explore the wonders of Japan. An unforgettable journey awaits.,גלו את קסמה של תרבות עתיקה ששרדה אלפי שנים. בין מקדשים מפוארים וטבע בראשיתי.,,2026-02-27,2026-03-07,13750.00,2982.41,15,2,Last Places,3,2,22,9
325,Discover Ethiopia,חוויה של פעם בחיים באתיופיה,Explore the wonders of Ethiopia. An unforgettable journey awaits.,"חוויה אפריקאית אמיתית: בין סוואנות אינסופיות, חיות בר מרהיבות ותרבויות שבטיות עתיקות.",,2027-06-03,2027-06-17,7400.00,1453.57,12,2,Last Places,1,30,15,9
326,Discover Myanmar,מיאנמר המרתקת,Explore the wonders of Myanmar. An unforgettable journey awaits.,"מסע מעמיק אל הלב, הרוח, הטעמים והצבעים של תת-היבשת המרתקת.",,2027-04-13,2027-04-19,2190.00,515.09,25,20,Open,1,13,25,9
327,Discover Bulgaria,הרפתקה בבולגריה,Explore the wonders of Bulgaria. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-03-01,2026-03-17,9010.00,1516.27,20,12,Last Places,2,113,24,9
328,Discover South Africa,מסע אל מעמקי דרום אפריקה,Explore the wonders of South Africa. An unforgettable journey awaits.,"חוויה אפריקאית אמיתית: בין סוואנות אינסופיות, חיות בר מרהיבות ותרבויות שבטיות עתיקות.",,2099-12-31,2099-12-31,3200.00,794.10,0,0,Open,1,17,23,10
329,Discover Zimbabwe,הקסם של זימבבואה,Explore the wonders of Zimbabwe. An unforgettable journey awaits.,"גלו את קסם המדבר האפריקאי, דיונות זהב אינסופיות ושקיעות עוצרות נשימה.",,2099-12-31,2099-12-31,9770.00,2226.74,0,0,Open,3,24,20,10
330,Discover Mongolia,אוצרות מונגוליה,Explore the wonders of Mongolia. An unforgettable journey awaits.,"מסע מעמיק אל הלב, הרוח, הטעמים והצבעים של תת-היבשת המרתקת.",,2099-12-31,2099-12-31,11020.00,1703.66,0,0,Open,2,15,14,10
331,Discover Hong Kong,אוצרות הונג קונג,Explore the wonders of Hong Kong. An unforgettable journey awaits.,"מסע מעמיק אל הלב, הרוח, הטעמים והצבעים של תת-היבשת המרתקת.",,2099-12-31,2099-12-31,13800.00,3068.81,0,0,Open,1,99,24,10
332,Discover Cuba,אוצרות קובה,Explore the wonders of Cuba. An unforgettable journey awaits.,"טרופי קריבי: חופים לבנים, מים טורקיז ושונית אלמוגים צבעונית.",,2099-12-31,2099-12-31,7090.00,1405.19,0,0,Open,3,85,24,10
333,Discover Japan,סיור מעמיק ביפן,Explore the wonders of Japan. An unforgettable journey awaits.,"מסע צבעוני בלב המזרח הקסום, בין טרסות אורז, כפרים מסורתיים ונופים עוצרי נשימה.",,2099-12-31,2099-12-31,5210.00,1044.90,0,0,Open,2,2,21,10
334,Discover Italy,איטליה: מסע בלתי נשכח,Explore the wonders of Italy. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2099-12-31,2099-12-31,8770.00,2166.32,0,0,Open,1,42,8,10
335,Discover Cambodia,מסע אל מעמקי קמבודיה,Explore the wonders of Cambodia. An unforgettable journey awaits.,"מסע מעמיק אל הלב, הרוח, הטעמים והצבעים של תת-היבשת המרתקת.",,2099-12-31,2099-12-31,11090.00,2552.10,0,0,Open,2,11,15,10
336,Discover Sicily,הקסם של סיציליה,Explore the wonders of Sicily. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2099-12-31,2099-12-31,2360.00,378.22,0,0,Open,2,64,24,10
337,Discover United States,גלה את ארצות הברית,Explore the wonders of United States. An unforgettable journey awaits.,"טרופי קריבי: חופים לבנים, מים טורקיז ושונית אלמוגים צבעונית.",,2099-12-31,2099-12-31,8230.00,1967.06,0,0,Open,3,80,21,10
338,Discover Oman,עומאן: מסע בלתי נשכח,Explore the wonders of Oman. An unforgettable journey awaits.,גלו את קסמה של תרבות עתיקה ששרדה אלפי שנים. בין מקדשים מפוארים וטבע בראשיתי.,,2099-12-31,2099-12-31,6560.00,1537.87,0,0,Open,2,106,2,10
339,Discover Latvia,הקסם של לטביה,Explore the wonders of Latvia. An unforgettable journey awaits.,"גלו את קסמה של היבשת העתיקה: אדריכלות מרהיבה, אמנות מופתית וקולינריה מעודנת.",,2099-12-31,2099-12-31,3990.00,901.47,0,0,Open,1,58,4,10
340,Discover Bolivia,בוליביה: טבע ותרבות,Explore the wonders of Bolivia. An unforgettable journey awaits.,טרק מרגש בין פסגות האנדים המושלגות ושרידי תרבות האינקה העתיקה.,,2099-12-31,2099-12-31,2930.00,702.28,0,0,Open,2,90,4,10
341,Discover Switzerland,גלה את שוויץ,Explore the wonders of Switzerland. An unforgettable journey awaits.,"גלו את קסמה של היבשת העתיקה: אדריכלות מרהיבה, אמנות מופתית וקולינריה מעודנת.",,2099-12-31,2099-12-31,5840.00,946.52,0,0,Open,2,79,7,10
342,Discover Philippines,אוצרות פיליפינים,Explore the wonders of Philippines. An unforgettable journey awaits.,גלו את קסמה של תרבות עתיקה ששרדה אלפי שנים. בין מקדשים מפוארים וטבע בראשיתי.,,2099-12-31,2099-12-31,10480.00,1620.73,0,0,Open,3,14,25,10
343,Discover Lithuania,סיור מעמיק בליטא,Explore the wonders of Lithuania. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2099-12-31,2099-12-31,14060.00,3453.40,0,0,Open,1,59,22,10
344,Discover Macedonia,מקדוניה – מסע חלומות,Explore the wonders of Macedonia. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2099-12-31,2099-12-31,5620.00,1231.80,0,0,Open,1,62,17,10
345,Discover Cuba,הרפתקה בקובה,Explore the wonders of Cuba. An unforgettable journey awaits.,"מסע אל הטבע הצפון-אמריקאי: בין יערות ירוקים, אגמים צלולים והרים מושלגים.",,2099-12-31,2099-12-31,14410.00,3433.46,0,0,Open,3,85,20,10
346,Discover Iceland,הרפתקה באיסלנד,Explore the wonders of Iceland. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2099-12-31,2099-12-31,11270.00,2597.51,0,0,Open,1,44,10,10
347,Discover Poland,גלה את פולין,Explore the wonders of Poland. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2099-12-31,2099-12-31,13330.00,2842.73,0,0,Open,1,71,11,10
348,Discover South Africa,אוצרות דרום אפריקה,Explore the wonders of South Africa. An unforgettable journey awaits.,"חוויה אפריקאית אמיתית: בין סוואנות אינסופיות, חיות בר מרהיבות ותרבויות שבטיות עתיקות.",,2099-12-31,2099-12-31,5640.00,1130.20,0,0,Open,3,17,23,10
349,Discover Corsica,חוויה של פעם בחיים בקורסיקה,Explore the wonders of Corsica. An unforgettable journey awaits.,"גלו את קסמה של היבשת העתיקה: אדריכלות מרהיבה, אמנות מופתית וקולינריה מעודנת.",,2099-12-31,2099-12-31,10540.00,2291.65,0,0,Open,3,75,19,10
350,Discover Philippines,הקסם של פיליפינים,Explore the wonders of Philippines. An unforgettable journey awaits.,"מסע צבעוני בלב המזרח הקסום, בין טרסות אורז, כפרים מסורתיים ונופים עוצרי נשימה.",,2099-12-31,2099-12-31,9800.00,1612.42,0,0,Open,3,14,1,10
351,Discover Ecuador,חוויה של פעם בחיים באקוודור,Explore the wonders of Ecuador. An unforgettable journey awaits.,"הרפתקה של פעם בחיים ביבשת הססגונית – טבע פראי, תרבויות מרתקות וערים תוססות.",,2099-12-31,2099-12-31,4990.00,1167.35,0,0,Open,3,88,9,10
352,Discover Philippines,אוצרות פיליפינים,Explore the wonders of Philippines. An unforgettable journey awaits.,גלו את קסמה של תרבות עתיקה ששרדה אלפי שנים. בין מקדשים מפוארים וטבע בראשיתי.,,2099-12-31,2099-12-31,13500.00,3192.54,0,0,Open,3,14,20,10
353,Discover Argentina,הרפתקה בארגנטינה,Explore the wonders of Argentina. An unforgettable journey awaits.,טרק מרגש בין פסגות האנדים המושלגות ושרידי תרבות האינקה העתיקה.,,2099-12-31,2099-12-31,2960.00,718.24,0,0,Open,2,89,22,10
354,Discover Japan,גלה את יפן,Explore the wonders of Japan. An unforgettable journey awaits.,גלו את קסמה של תרבות עתיקה ששרדה אלפי שנים. בין מקדשים מפוארים וטבע בראשיתי.,,2099-12-31,2099-12-31,7140.00,1216.00,0,0,Open,2,2,24,10
355,Discover Namibia,מסע אל מעמקי נמיביה,Explore the wonders of Namibia. An unforgettable journey awaits.,"מסע אל הלב הפועם של היבשת הפראית. ספארי מרהיב, שקיעות אדומות ועולם חי עשיר.",,2099-12-31,2099-12-31,11190.00,1877.04,0,0,Open,3,25,10,10
356,Discover Austria,אוסטריה: טבע ותרבות,Explore the wonders of Austria. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2099-12-31,2099-12-31,10770.00,1916.10,0,0,Open,2,49,2,10
357,Discover Montenegro,פלאי מונטנגרו,Explore the wonders of Montenegro. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2099-12-31,2099-12-31,5170.00,796.15,0,0,Open,2,60,23,10
358,Discover Tibet,טיבט המרתקת,Explore the wonders of Tibet. An unforgettable journey awaits.,גלו את קסמה של תרבות עתיקה ששרדה אלפי שנים. בין מקדשים מפוארים וטבע בראשיתי.,,2099-12-31,2099-12-31,13260.00,2463.82,0,0,Open,3,102,19,10
359,Discover South Korea,אוצרות דרום קוריאה,Explore the wonders of South Korea. An unforgettable journey awaits.,"מסע מעמיק אל הלב, הרוח, הטעמים והצבעים של תת-היבשת המרתקת.",,2026-04-04,2026-04-22,13120.00,2672.59,12,5,Guaranteed,1,6,17,1
360,Discover Indonesia,הקסם של אינדונזיה,Explore the wonders of Indonesia. An unforgettable journey awaits.,"מסע צבעוני בלב המזרח הקסום, בין טרסות אורז, כפרים מסורתיים ונופים עוצרי נשימה.",,2026-11-25,2026-12-16,11720.00,2926.05,30,24,Open,3,7,25,6
361,Discover Bhutan,בהוטן – מסע חלומות,Explore the wonders of Bhutan. An unforgettable journey awaits.,"מסע מעמיק אל הלב, הרוח, הטעמים והצבעים של תת-היבשת המרתקת.",,2026-12-28,2027-01-12,9810.00,2370.03,12,6,Last Places,3,16,2,6
362,Discover Egypt,מסע אל מעמקי מצרים,Explore the wonders of Egypt. An unforgettable journey awaits.,"מסע אל הלב הפועם של היבשת הפראית. ספארי מרהיב, שקיעות אדומות ועולם חי עשיר.",,2027-02-28,2027-03-21,11120.00,2209.33,18,6,Last Places,3,21,17,9
363,Discover Madagascar,מדגסקר: מסע בלתי נשכח,Explore the wonders of Madagascar. An unforgettable journey awaits.,"גלו את קסם המדבר האפריקאי, דיונות זהב אינסופיות ושקיעות עוצרות נשימה.",,2026-12-22,2027-01-16,6360.00,1504.11,20,3,Last Places,1,31,7,1
364,Discover Fiji,חוויה של פעם בחיים בפיג'י,Explore the wonders of Fiji. An unforgettable journey awaits.,"גלו את ניו זילנד הקסומה: פיורדים כחולים, הרים מושלגים וגייזרים מפעפעים.",,2026-09-05,2026-10-02,8790.00,1351.80,12,0,Full,1,35,1,6
365,Discover Tahiti,אוצרות טהיטי,Explore the wonders of Tahiti. An unforgettable journey awaits.,מסע חד פעמי בין איים וחלומות – שייט מרהיב לגן העדן הטרופי.,,2026-08-09,2026-08-26,11230.00,2392.23,20,10,Guaranteed,2,37,9,6
366,Discover Cook Islands,חוויה של פעם בחיים באיי קוק,Explore the wonders of Cook Islands. An unforgettable journey awaits.,"גלו את ניו זילנד הקסומה: פיורדים כחולים, הרים מושלגים וגייזרים מפעפעים.",,2027-03-23,2027-03-30,9320.00,2262.94,12,4,Last Places,3,41,23,1
367,Discover Ireland,סיור מעמיק באירלנד,Explore the wonders of Ireland. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2099-12-31,2099-12-31,10090.00,2343.02,0,0,Open,1,45,13,10
368,Discover England,חוויה של פעם בחיים באנגליה,Explore the wonders of England. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2099-12-31,2099-12-31,8040.00,1977.95,0,0,Open,1,46,18,10
369,Discover Estonia,גלה את אסטוניה,Explore the wonders of Estonia. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-02-03,2026-02-08,13720.00,2876.61,24,17,Guaranteed,2,48,4,6
370,Discover Germany,אוצרות גרמניה,Explore the wonders of Germany. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-04-17,2026-04-29,14630.00,3415.74,15,3,Last Places,1,51,6,6
371,Discover Denmark,מסע אל מעמקי דנמרק,Explore the wonders of Denmark. An unforgettable journey awaits.,"גלו את קסמה של היבשת העתיקה: אדריכלות מרהיבה, אמנות מופתית וקולינריה מעודנת.",,2099-12-31,2099-12-31,13250.00,2084.42,0,0,Open,3,56,21,10
372,Discover Sardinia,גלה את סרדיניה,Explore the wonders of Sardinia. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2099-12-31,2099-12-31,9310.00,1515.87,0,0,Open,3,70,11,10
373,Discover Portugal,פלאי פורטוגל,Explore the wonders of Portugal. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-09-18,2026-10-07,8720.00,1845.45,18,18,Open,1,72,11,6
374,Discover Czech Republic,צ'כיה: טבע ותרבות,Explore the wonders of Czech Republic. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2026-06-22,2026-07-04,6530.00,1444.57,25,13,Last Places,2,73,1,6
375,Discover France,צרפת: טבע ותרבות,Explore the wonders of France. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2099-12-31,2099-12-31,8250.00,1639.25,0,0,Open,1,74,12,10
376,Discover Hawaii,פלאי הוואי,Explore the wonders of Hawaii. An unforgettable journey awaits.,"טרופי קריבי: חופים לבנים, מים טורקיז ושונית אלמוגים צבעונית.",,2027-01-23,2027-02-17,3560.00,792.96,12,8,Open,1,82,9,6
377,Discover Uzbekistan,הרפתקה באוזבקיסטן,Explore the wonders of Uzbekistan. An unforgettable journey awaits.,"מסע צבעוני בלב המזרח הקסום, בין טרסות אורז, כפרים מסורתיים ונופים עוצרי נשימה.",,2026-05-26,2026-06-17,13050.00,2573.60,30,4,Last Places,2,96,18,1
378,Discover Taiwan,אוצרות טאיוואן,Explore the wonders of Taiwan. An unforgettable journey awaits.,"מסע צבעוני בלב המזרח הקסום, בין טרסות אורז, כפרים מסורתיים ונופים עוצרי נשימה.",,2026-07-18,2026-08-08,2210.00,477.95,30,30,Open,3,100,13,1
379,Discover Singapore,סיור מעמיק בסינגפור,Explore the wonders of Singapore. An unforgettable journey awaits.,"מסע צבעוני בלב המזרח הקסום, בין טרסות אורז, כפרים מסורתיים ונופים עוצרי נשימה.",,2027-05-13,2027-06-05,4990.00,1115.72,20,11,Guaranteed,1,105,19,6
380,Discover Ukraine,סיור מעמיק באוקראינה,Explore the wonders of Ukraine. An unforgettable journey awaits.,"מסע תרבותי מרתק בין ארמונות מפוארים, כנסיות גותיות ומוזיאונים עשירים.",,2026-02-03,2026-03-01,6230.00,1257.14,30,11,Last Places,2,109,8,9
381,Discover Azores,איים האזורים: מסע בלתי נשכח,Explore the wonders of Azores. An unforgettable journey awaits.,מסע היסטורי מעמיק בין ערים עתיקות ואתרי מורשת עולמית.,,2027-05-23,2027-06-13,14970.00,3487.48,30,23,Last Places,3,110,23,1
382,Discover Dagestan,דגסטאן: מסע בלתי נשכח,Explore the wonders of Dagestan. An unforgettable journey awaits.,"גלו את קסמה של היבשת העתיקה: אדריכלות מרהיבה, אמנות מופתית וקולינריה מעודנת.",,2099-12-31,2099-12-31,14030.00,3021.13,0,0,Open,1,117,12,10
